candidate_id,score,rationale,labeled_at,labeler
CAND_0000031,3,score_3: yoe=6.0; score_3: 6 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0001610,3,score_3: yoe=3.0; score_3: 8 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0001930,4,score_4: adjacent_title='senior software engineer (ml)' yoe=6.9; score_4: 3 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0002025,4,score_4: adjacent_title='senior ai engineer' yoe=5.9; score_4: 11 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0004402,4,score_4: adjacent_title='ai research engineer' yoe=6.0; score_4: 4 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0005260,3,score_3: yoe=5.2; score_3: 9 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0005509,4,score_4: adjacent_title='data scientist' yoe=6.0; score_4: 3 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0005538,4,score_4: adjacent_title='senior ai engineer' yoe=5.9; score_4: 6 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0005649,4,score_4: adjacent_title='senior data scientist' yoe=7.4; score_4: 8 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0006418,4,score_4: adjacent_title='machine learning engineer' yoe=5.7; score_4: 6 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0006557,3,score_3: yoe=7.9; score_3: 8 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0006567,4,score_4: adjacent_title='senior ai engineer' yoe=7.9; score_4: 5 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0007411,5,score_5: ml_title='senior machine learning engineer' yoe=8.0; score_5: 3 strict ML skills >= 3 months; score_5: career mentions ranking/retrieval/LLM system; score_5: interview_completion_rate >= 0.6,2026-07-02T19:52:26,auto-rubric
CAND_0008239,4,score_4: adjacent_title='ai engineer' yoe=4.0; score_4: 10 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0008425,3,score_3: yoe=7.8; score_3: 11 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0009024,3,score_3: yoe=5.2; score_3: 7 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0009837,4,score_4: adjacent_title='senior data scientist' yoe=4.3; score_4: 9 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0010257,4,score_4: adjacent_title='senior data scientist' yoe=6.5; score_4: 7 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0010655,4,score_4: adjacent_title='ml engineer' yoe=5.8; score_4: 3 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0010685,3,score_3: yoe=6.7; score_3: 9 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0011162,3,score_3: yoe=5.8; score_3: 8 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0011432,4,score_4: adjacent_title='senior data scientist' yoe=7.6; score_4: 6 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0011687,3,score_3: yoe=7.8; score_3: 7 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0013613,4,score_4: adjacent_title='machine learning engineer' yoe=4.7; score_4: 5 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0015528,4,score_4: adjacent_title='applied ml engineer' yoe=7.4; score_4: 7 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0018499,4,score_4: adjacent_title='senior machine learning engineer' yoe=7.2; score_4: 9 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0018549,3,score_3: yoe=6.8; score_3: 8 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0018722,3,score_3: yoe=6.6; score_3: 5 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0020877,4,score_4: adjacent_title='applied ml engineer' yoe=5.1; score_4: 8 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0024147,4,score_4: adjacent_title='ml engineer' yoe=5.9; score_4: 2 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0024466,3,score_3: yoe=5.2; score_3: 9 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0024620,4,score_4: adjacent_title='ai engineer' yoe=5.9; score_4: 8 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0026532,3,score_3: yoe=4.8; score_3: 5 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0028793,3,score_3: yoe=7.2; score_3: 6 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0029367,4,score_4: adjacent_title='senior data scientist' yoe=5.7; score_4: 11 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0030031,4,score_4: adjacent_title='ai engineer' yoe=5.7; score_4: 9 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0030348,4,score_4: adjacent_title='machine learning engineer' yoe=4.5; score_4: 7 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0030468,4,score_4: adjacent_title='senior applied scientist' yoe=5.4; score_4: 5 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0030827,4,score_4: adjacent_title='senior data scientist' yoe=5.4; score_4: 7 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0030953,3,score_3: yoe=7.8; score_3: 6 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0032515,4,score_4: adjacent_title='machine learning engineer' yoe=5.1; score_4: 9 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0033861,3,score_3: yoe=8.0; score_3: 13 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0033911,3,score_3: yoe=6.9; score_3: 2 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0036437,3,score_3: yoe=4.8; score_3: 4 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0037566,4,score_4: adjacent_title='machine learning engineer' yoe=6.9; score_4: 10 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0037980,4,score_4: adjacent_title='senior applied scientist' yoe=9.0; score_4: 8 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0039383,4,score_4: adjacent_title='applied ml engineer' yoe=7.1; score_4: 7 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0039754,1,score_1: default_weak,2026-07-02T19:52:26,auto-rubric
CAND_0039838,3,score_3: yoe=4.9; score_3: 10 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0040887,4,score_4: adjacent_title='machine learning engineer' yoe=4.7; score_4: 7 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0041610,3,score_3: yoe=6.7; score_3: 7 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0041611,4,score_4: adjacent_title='staff machine learning engineer' yoe=6.4; score_4: 9 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0042029,4,score_4: adjacent_title='senior data scientist' yoe=6.5; score_4: 8 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0042100,4,score_4: adjacent_title='machine learning engineer' yoe=7.3; score_4: 6 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0044222,4,score_4: adjacent_title='ai engineer' yoe=7.7; score_4: 8 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0044855,4,score_4: adjacent_title='senior data scientist' yoe=6.6; score_4: 7 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0044883,5,score_5: ml_title='ai engineer' yoe=6.3; score_5: 3 strict ML skills >= 3 months; score_5: career mentions ranking/retrieval/LLM system; score_5: interview_completion_rate >= 0.6,2026-07-02T19:52:26,auto-rubric
CAND_0046064,3,score_3: yoe=8.9; score_3: 9 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0046525,4,score_4: adjacent_title='senior machine learning engineer' yoe=6.1; score_4: 7 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0047721,4,score_4: adjacent_title='senior data scientist' yoe=7.0; score_4: 6 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0049538,5,score_5: ml_title='applied ml engineer' yoe=5.8; score_5: 3 strict ML skills >= 3 months; score_5: career mentions ranking/retrieval/LLM system; score_5: interview_completion_rate >= 0.6,2026-07-02T19:52:26,auto-rubric
CAND_0050454,4,score_4: adjacent_title='ai engineer' yoe=6.8; score_4: 9 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0050876,4,score_4: adjacent_title='applied ml engineer' yoe=6.0; score_4: 7 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0051004,4,score_4: adjacent_title='senior data scientist' yoe=4.7; score_4: 6 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0051630,4,score_4: adjacent_title='machine learning engineer' yoe=6.0; score_4: 7 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0052328,3,score_3: yoe=6.5; score_3: 7 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0053591,4,score_4: adjacent_title='ai engineer' yoe=5.3; score_4: 5 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0053695,3,score_3: yoe=5.8; score_3: 7 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0055905,5,score_5: ml_title='senior machine learning engineer' yoe=8.1; score_5: 4 strict ML skills >= 3 months; score_5: career mentions ranking/retrieval/LLM system; score_5: interview_completion_rate >= 0.6,2026-07-02T19:52:26,auto-rubric
CAND_0055992,1,score_1: default_weak,2026-07-02T19:52:26,auto-rubric
CAND_0057563,3,score_3: yoe=6.8; score_3: 6 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0058575,4,score_4: adjacent_title='ai engineer' yoe=5.8; score_4: 5 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0060054,4,score_4: adjacent_title='ai engineer' yoe=6.4; score_4: 5 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0060072,5,score_5: ml_title='staff machine learning engineer' yoe=5.7; score_5: 3 strict ML skills >= 3 months; score_5: career mentions ranking/retrieval/LLM system; score_5: interview_completion_rate >= 0.6,2026-07-02T19:52:26,auto-rubric
CAND_0061257,4,score_4: adjacent_title='staff machine learning engineer' yoe=8.0; score_4: 4 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0061265,3,score_3: yoe=6.6; score_3: 6 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0061655,4,score_4: adjacent_title='machine learning engineer' yoe=4.6; score_4: 10 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0062247,4,score_4: adjacent_title='ai engineer' yoe=7.3; score_4: 6 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0064270,4,score_4: adjacent_title='applied ml engineer' yoe=4.2; score_4: 6 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0064326,3,score_3: yoe=7.6; score_3: 11 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0064904,4,score_4: adjacent_title='ai engineer' yoe=4.9; score_4: 5 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0065195,3,score_3: yoe=5.1; score_3: 5 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0065878,4,score_4: adjacent_title='senior data scientist' yoe=7.8; score_4: 7 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0066999,3,score_3: yoe=5.9; score_3: 5 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0068351,4,score_4: adjacent_title='lead ai engineer' yoe=6.4; score_4: 8 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0069905,4,score_4: adjacent_title='applied ml engineer' yoe=6.6; score_4: 8 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0070202,4,score_4: adjacent_title='machine learning engineer' yoe=5.1; score_4: 9 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0070398,4,score_4: adjacent_title='machine learning engineer' yoe=7.2; score_4: 8 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0071974,4,score_4: adjacent_title='senior ai engineer' yoe=7.8; score_4: 10 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0074225,4,score_4: adjacent_title='machine learning engineer' yoe=4.3; score_4: 9 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0075439,4,score_4: adjacent_title='machine learning engineer' yoe=4.3; score_4: 3 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0075574,4,score_4: adjacent_title='machine learning engineer' yoe=5.7; score_4: 8 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0076251,3,score_3: yoe=7.6; score_3: 5 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0077337,4,score_4: adjacent_title='staff machine learning engineer' yoe=7.0; score_4: 9 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0078002,4,score_4: adjacent_title='machine learning engineer' yoe=6.3; score_4: 9 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0079064,4,score_4: adjacent_title='senior data scientist' yoe=5.2; score_4: 6 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0079284,4,score_4: adjacent_title='machine learning engineer' yoe=4.9; score_4: 7 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0079387,4,score_4: adjacent_title='ai engineer' yoe=6.9; score_4: 7 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0080766,4,score_4: adjacent_title='staff machine learning engineer' yoe=8.8; score_4: 9 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0081846,4,score_4: adjacent_title='lead ai engineer' yoe=6.7; score_4: 10 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0081852,4,score_4: adjacent_title='senior data scientist' yoe=5.9; score_4: 7 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0083307,3,score_3: yoe=7.8; score_3: 9 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0083879,4,score_4: adjacent_title='machine learning engineer' yoe=7.1; score_4: 2 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0084819,3,score_3: yoe=4.5; score_3: 9 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0086022,5,score_5: ml_title='senior applied scientist' yoe=5.3; score_5: 3 strict ML skills >= 3 months; score_5: career mentions ranking/retrieval/LLM system; score_5: interview_completion_rate >= 0.6,2026-07-02T19:52:26,auto-rubric
CAND_0086151,3,score_3: yoe=7.7; score_3: 8 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0088025,4,score_4: adjacent_title='staff machine learning engineer' yoe=8.6; score_4: 10 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0089552,4,score_4: adjacent_title='machine learning engineer' yoe=6.0; score_4: 7 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0091909,4,score_4: adjacent_title='machine learning engineer' yoe=6.9; score_4: 5 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0092245,4,score_4: adjacent_title='senior data scientist' yoe=4.1; score_4: 6 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0092278,3,score_3: yoe=6.8; score_3: 10 broad skill(s) at intermediate+; score_3: career includes software/data engineering; score_3: India-based or willing to relocate,2026-07-02T19:52:26,auto-rubric
CAND_0093193,4,score_4: adjacent_title='senior machine learning engineer' yoe=7.9; score_4: 5 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0093547,2,score_2: yoe=2.9 outside 5-9 but strong adjacent signals,2026-07-02T19:52:26,auto-rubric
CAND_0093912,4,score_4: adjacent_title='senior data scientist' yoe=5.3; score_4: 4 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0094759,5,score_5: ml_title='lead ai engineer' yoe=8.6; score_5: 3 strict ML skills >= 3 months; score_5: career mentions ranking/retrieval/LLM system; score_5: interview_completion_rate >= 0.6,2026-07-02T19:52:26,auto-rubric
CAND_0095528,4,score_4: adjacent_title='senior data scientist' yoe=5.3; score_4: 6 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0098846,4,score_4: adjacent_title='ai engineer' yoe=7.6; score_4: 9 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
CAND_0099806,4,score_4: adjacent_title='ai engineer' yoe=4.6; score_4: 6 broad ML/systems skills >= 2; score_4: career shows production-scale data/ML systems; score_4: completeness >= 50,2026-07-02T19:52:26,auto-rubric
